,id,subj,question,context,obj,replace_name,num_edits,dir_info,s_pop
477,2288,Influenza,"What part of the influenza A viruses is crucial for their classification, involving proteins like hemaglutinin and neuraminidase?","influenza a viruses can be further classified, based on the viral capsid proteins hemagglutinin (ha or h) and neuraminidase (na or n) that are essential to the virus' life cycle.",capsid,surface,1,,60483
479,2290,Pope John Paul II,"What specific religious building is associated with Angelo Cardinal Sodano's written homily for the Mass of Repose, referring to Pope John Paul II?","peter's basilica, and angelo cardinal sodano referred to pope john paul ii as ""the great"" in his published written homily for the mass of repose.","basilica,","church,",2,,166291
481,592,Sacha Baron Cohen,"Which nationality is the YouTuber who hosts a children's toy unboxing show, unboxing toys that resemble human body parts?","a finnish youtuber who hosts a children's toy unboxing show, unboxing toys that resemble human body parts.",finnish,scandinavian,1,,241050
483,458,Chris Brown,Which single number by Chris Brown was nominated for the 50th annual Grammy Awards in the category for best rap/sung collaboration?,"the first single, ""kiss kiss"", was nominated for the 50th annual grammy awards in the category for best rap/sung collaboration.",first,second,1,,258293
485,460,Chris Brown,What is Chris Brown's mother's last name?,"chris brown was born and raised in the small town of tappahannock, virginia by clinton brown and joyce bundy.",bundy.,hawkins.,1,,258293
486,467,Plame affair,Which region was claimed by the Bush administration to be the source of Saddam's sought uranium?,"meanwhile, the bush administration continued to assert the claim that saddam had sought uranium from africa.",africa.,niger.,1,,8723
488,468,Southern Poverty Law Center,What action was taken against Morris Dees in 2019?,"in 2019, founder morris dees was dismissed, which was followed by the resignation of president richard cohen.","dismissed,","fired,",3,,24796
498,1381,Kim Jong Il,Which entity had Kim Jong Il's father consolidated control over by the time of Kim Jong Il's graduation?,"by the time of his graduation, his father, revered in the government's official pronouncements as ""the great leader"", had firmly consolidated control over the government.",government.,regime.,23,,81176
499,1383,Kim Jong Il,Which aspect of North Korea is known for being reclusive?,"given the reclusive nature of the north korean government, it is difficult to confirm or refute this possibility with any certainty.","government,","regime,",2,,81176
502,1389,Patriot Act,What was the legislative document that passed in 2006 and contained civil liberties protections?,"the reauthorization bill passed in 2006 contained the following civil liberties protections (""safeguards""): the library of congress'  legislative history website, thomas, tracks the 45-day passage of the 300-plus page act, including links to successive versions.",bill,resolution,1,,41636
504,1560,John Edwards,"What type of residence did the Edwards family move to in Orange County, North Carolina, after leaving Washington, DC?","after leaving washington, dc, the edwards family sold their raleigh house and moved to a farm in orange county, north carolina.",farm,mansion,1,,60524
508,1565,Girls Aloud,"Which what are the last names of Cheryl, a singer from Girls Aloud?","the group comprised singers cheryl cole, nadine coyle, sarah harding, nicola roberts and kimberley walsh.","cole,","fernandez-versini,",1,,42366
511,1572,Pat Buchanan,"Which type of primary election was held by the Reform Party in which Pat Buchanan was a candidate, and which was criticized by Hagelin's supporters?","supporters of hagelin charged that the results of the party's open primary, which favored buchanan by a wide margin, were ""tainted.",open,write-in,1,,32642
513,1401,Chakra,"Which color is associated with the Ajna or the third eye, which is linked to the pineal gland?",color- violet ajna or the third eye is linked to the pineal gland.,violet,white,1,,59746
515,1412,Nazi Germany,What form of government did Germany have before Hitler's rule was transformed into a dictatorship?,"under hitler's rule, germany was transformed from a democracy into a dictatorship using the process of gleichschaltung (coordination), which brought all civilian organisations except the church under party control.",democracy,republic,1,,352103
517,1586,Yasser Arafat,Which group of Palestinian fighters killed more than 135 Israeli civilians shortly after the mentioned event?,"shortly afterward, attacks carried out by palestinian militants killed more than 135 israeli civilians.",militants,terrorists,2,,210911
519,1420,Sonia Sotomayor,Which group of people was Sonia Sotomayor an advocate for hiring as faculty at both schools?,she was an advocate for the hiring of latino faculty at both schools.,latino,mexican,1,,56375
521,1588,Richard Ramirez,Who survived Richard Ramirez's attack?,blanche survived the attack.,blanche,wolfe,1,,179165
522,1589,Richard Ramirez,"What was the substance that Richard Ramirez and Mike bonded over, which Ramirez had been smoking since the age of ten?","ramirez, who had smoked marijuana since the age of ten, bonded with mike over many joints and gory war stories.",marijuana,tobacco,1,,179165
524,1591,K.d. lang,Which type of sexuality did K.d. lang come out as in a June 1992 article of the LGBT news magazine The Advocate?,"""  lang, who came out as a homosexual in a june 1992 article of the lgbt news magazine the advocate, has championed gay rights causes.",homosexual,lesbian,2,,101836
525,1592,K.d. lang,What type was K.D. Lang's sexuality that she was worried would lead to her ostracization by the country music industry?,the issue contained a detailed article about lang which observed that she had thought that she would be ostracized by the country music industry when she came out as a homosexual.,homosexual.,lesbian.,2,,101836
526,1593,K.d. lang,In which Canadian town was K.d. lang born?,"lang was born in consort, alberta, the youngest child of audrey bebee and adam frederick lang.","consort,","edmonton,",2,,101836
