,id,subj,prop,obj,subj_id,prop_id,obj_id,s_pop,o_pop,question,possible_answers,num_edits,context,replace_quality,replace_name,s_pop_new,o_pop_new
747,3020486,Martyn Liadov,place of birth,Moscow,Q4272527,P19,Q649,175,149374,In what city was Martyn Liadov born?,"[""Moscow"", ""Moskva"", ""Moscow, Russia"", ""Moskva Federal City, Russia"", ""Moscow, USSR"", ""Moskva, Russia"", ""City of Moscow"", ""Moscow, Russian Federation"", ""Moscow, Soviet Union"", ""Moscow, Russian SFSR"", ""Muscovite"", ""Moscovite""]",1.0," Liadov was born in [ENTITY] on 12 August Old Style 1872, the son of a prominent obstetrician and gynecologist, Nikolai Martynovich (Nokhim Mendelevich) Mandelstam. He was expelled from school at around the age of 12, and was sent by his parents to live with his wealthy uncle in Mitau (Jelgava), in  modern-day Latvia, where he enrolled at a German language school. His parents both died while he was at school. In 1889, he was barred from graduating after taking part in protests against the forced russification of German schools. He joined the Russian army as a volunteer, and in 1891 he was transferred to the reserves as a junior officer, and returned to [ENTITY].",0.8676618337631226,Saint Petersburg,176.0,165244.0
758,1684735,Gerd Arntz,place of birth,Remscheid,Q213917,P19,Q3097,436,2714,In what city was Gerd Arntz born?,"[""Remscheid"", ""Kreisfreie Stadt Remscheid""]",1.0," Gerd Arntz, Monographie-Reihe [ENTITY]er Künstler, Nr. 2, [ENTITY]: Stadt [ENTITY], 1982",0.9307727217674256,Solingen,491.0,2521.0
763,729239,Jean Arp,place of birth,Strasbourg,Q153739,P19,Q6602,5307,55818,In what city was Jean Arp born?,"[""Strasbourg"", ""Straßburg"", ""Strassburg"", ""Schdroosburi"", ""Strossburi"", ""Strossburig"", ""Strosburi""]",1.0," Arp was born Hans Peter Wilhelm Arp to a [ENTITY] during the period between the Franco-Prussian War and World War I, when the city and surrounding region was under control of the German Empire. Following the return of Alsace to France at the end of World War I, French law required Arp to adopt a French name, and he legally became Jean Arp, although he continued referring to himself as ""Hans"" when he spoke German.",0.8687297105789185,Haguenau,6777.0,66904.0
779,1952542,Offer Nissim,place of birth,Tel Aviv,Q2539564,P19,Q33935,1516,67222,In what city was Offer Nissim born?,"[""Tel Aviv"", ""Tel Aviv-Yafo"", ""Tel-Aviv"", ""Tel Aviv City"", ""Tel Aviv-Jaffa"", ""Tel-aviv"", ""Tel aviv"", ""Tel-Aviv Jaffa"", ""Tel Aviv Jaffa"", ""Tel Aviv-Jafo"", ""Tel Aviv, Israel"", ""TLV""]",1.0," Offer Nissim was born in Israel, to parents of Iraqi-Jewish descent. He displayed a keen interest in music from a young age. His musical career started in 1979, when he had to stand in for an absent DJ at [ENTITY]'s Theater Club. The Theater Club was also the place where, during the following decade, he formed important professional relationships, among them with Dana International.",0.9064741134643556,Haifa,2179.0,138770.0
780,3117060,Jadranka Šešelj,place of birth,Podujevo,Q4523530,P19,Q994245,217,2871,In what city was Jadranka Šešelj born?,"[""Podujevo"", ""Podujeva"", ""Podjeva"", ""Besiana"", ""Podujevë"", ""Podjevë"", ""Besianë""]",1.0," Šešelj's wife, Jadranka Šešelj (Serbian Cyrillic: Јадранка Шешељ) was born in [ENTITY] on 11 October 1960. She participated in the President of Serbia elections in 2012 but failed to pass the first round gaining 3.78% of the votes. She is a member of the SRS.",0.9341491460800172,Suhareka,153.0,3336.0
810,3512012,Billy McGinty,place of birth,Glasgow,Q4913000,P19,Q4093,117,113263,In what city was Billy McGinty born?,"[""Glasgow"", ""Glasgow, Scotland""]",1.0," Born in [ENTITY], Scotland, McGinty grew up in North West England, and attended Wade Deacon High School in Widnes. He played both codes of rugby when growing up, playing rugby union at school, and rugby league for local amateur club, Widnes Tigers.",0.9077167510986328,Birmingham,19.0,119134.0
813,4949164,Angela Leong,place of birth,Guangzhou,Q6526282,P19,Q16572,1871,81537,In what city was Angela Leong born?,"[""Guangzhou"", ""Canton"", ""Kwangchow"", ""Kwongchow""]",1.0," Leong was born in [ENTITY], China with family roots in Sanshui, Guangdong.",0.8263934850692749,Tianjin,727.0,104941.0
821,3128409,Ingvild Bryn,place of birth,Voss,Q455056,P19,Q109031,181,2223,In what city was Ingvild Bryn born?,"[""Voss""]",1.0," She hails from [ENTITY]. Her sister Herborg Bryn is a Norwegian Broadcasting Corporation journalist. She is married to Svein Gjerdåker, and they have two adopted children.",0.9545206427574158,Vestby Municipality,237.0,2859.0
822,4698627,John Anderson,place of birth,Warren,Q6218997,P19,Q499401,149,7461,In what city was John Anderson born?,"[""Warren"", ""Warren, Michigan""]",1.0," Born April 20, 1944, in a [ENTITY] Anderson first drove in racing competition at Flat Rock Speedway in 1965, winning the Michigan Figure 8 racing championship in 1967. He was the Automobile Racing Club of America (ARCA) Rookie-of-the-Year in 1968.",0.9625795483589172,Burnsville,1131.0,2879.0
834,4762015,Doris Bell Collier,place of birth,Manchester,Q6288318,P19,Q18125,275,114701,In what city was Doris Bell Collier born?,"[""Manchester"", ""Manchester, England""]",1.0," Bell was born in [ENTITY], England in 1897 and studied at Godolphin School between 1910 and 1916. She then trained at Newnham College, Cambridge until 1919. At the University College Hospital in London she was granted M.R.C.S. and L.R.C.P. in 1922, and a M.B. B.S. in 1924.",0.9265097975730896,Sheffield,3.0,154262.0
860,2419948,Herman Hertzberger,place of birth,Amsterdam,Q318319,P19,Q727,1172,147710,In what city was Herman Hertzberger born?,"[""Amsterdam"", ""Mokum"", ""Amsterdam, NL"", ""Amsterdam, Netherlands"", ""A'dam""]",1.0, Herman Hertzberger was born on 6 July 1932 in [ENTITY].,0.8765648603439331,Rotterdam,968.0,230476.0
879,3182757,Roman Shukhevych,place of birth,Lviv,Q463766,P19,Q36036,3019,33287,In what city was Roman Shukhevych born?,"[""Krakovets"", ""Lviv"", ""Lwów"", ""Lemberg"", ""Lvov"", ""Lwow"", ""L'viv"", ""Lemberik"", ""L'vov"", ""Leopol"", ""Lemberg, Austria""]",1.0," Shukhevych was born in the city of Lemberg (now [ENTITY]), in the Galicia region of Austria-Hungary (some sources claim his place of birth as Krakovets). Both of his parents were involved with the Ukrainian national revival in the 19th century. The family lays claim to dozens of active community activists in politics, music, science, and art. Shukhevych received his early education outside of [ENTITY]. He returned to [ENTITY] to study at the [ENTITY] Academic Gymnasium, living with his grandfather, an ethnographer Volodymyr Shukhevych. His political formation was influenced by Yevhen Konovalets, the commander of the Ukrainian Military Organization, who rented a room in Yevhen Konovalets's father's house from 1921 to 1922.",0.8926855325698853,Lublin,8819.0,46206.0
895,5613652,Robin Williams,place of birth,Christchurch,Q7352629,P19,Q79990,82,33178,In what city was Robin Williams born?,"[""Christchurch"", ""Christchurch, New Zealand""]",1.0," Born in [ENTITY] in 1919, Williams was educated at Christ's College and went on to study at Canterbury University College, graduating MA with first-class honours in mathematics and mathematical physics in 1941.",0.9485597610473632,Dunedin,521817.0,47257.0
906,2614119,Roger Gaudry,place of birth,Quebec City,Q3439009,P19,Q2145,144,48989,In what city was Roger Gaudry born?,"[""Quebec City"", ""Quebec"", ""Ville de Québec"", ""Québec"", ""City of Québec"", ""City of Quebec"", ""Ville de Quebec"", ""3rd Summit of the Americas""]",1.0," Born in [ENTITY], Quebec, he received a Bachelor of Science (B.Sc.) in chemistry in 1937 and a Doctor of Science (D.Sc.) in chemistry in 1940 from Université Laval. A Rhodes scholar, he attended the University of Oxford from 1937 to 1939.",0.8617991805076599,Halifax,159.0,69885.0
924,2538608,Nicholas French,place of birth,Wexford,Q3339660,P19,Q209126,108,7601,In what city was Nicholas French born?,"[""Wexford""]",1.0," Nicholas French was born in 1603 or 1604 in the town of [ENTITY], Ireland. His father John French came from a landed family in Ballytory, and his mother Christina Rossiter was from a family of similar status from Rathmacknee.",0.9275618195533752,Cahersiveen,118.0,14247.0
939,3897677,Giuseppe Bezzuoli,place of birth,Florence,Q525936,P19,Q2044,280,78903,In what city was Giuseppe Bezzuoli born?,"[""Florence"", ""Firenze"", ""Florence, Italy"", ""Florence, Tuscany"", ""Florencia"", ""Florentia"", ""Florenz"", ""Firenca"", ""Florencie"", ""Fiuränza"", ""Florentzia"", ""Firense"", ""Firenz"", ""Firenzi""]",1.0," Returning to ENTITY in 1816, he completed fresco cycles at the Palazzo Pucci (Francesca da Rimini), and the Palazzo Pitti (Alexander the Great). His large painting, The Baptism of Clovis (1823) marks a turn from Classicism to Romanticism. Other notable paintings from the 1820s include a portrait of a [ENTITY]. That same year, his former teacher Benvenuti hired him as an assistant.",0.8964065313339233,Venice,299.0,112188.0
967,1041192,Franky Zapata,place of birth,Marseille,Q16729086,P19,Q23482,1310,70965,In what city was Franky Zapata born?,"[""Marseille"", ""Massaliotes"", ""Massalia"", ""Marsailles"", ""Marseilles"", ""Marsielles"", ""Marsielle"", ""City of Marseille"", ""Marsaille"", ""Marsiglia"", ""Marseille, France"", ""Ville-sans-Nom"", ""Sans-Nom""]",1.0," in April 2016, Zapata unveiled the Flyboard Air, a flight surfboard powered by four micro-turbines equipped with stabilizers to provide its pilots with approximately 140 km/h (87 mph) approximately ten minutes of flight time. In March 2017, there was a media incident: Zapata flew a Flyboard Air near a [ENTITY], much to the discomfort of the local flight authority. The Flyboard Air can fly autonomously as a plane and is subject to regulations governing the overflight of airspace.  Zapata flew unknowingly at this time, which led to the official threat of a flight ban and temporarily threatened the further development. Zapata used the incident to raise consumer and investor awareness. By negotiating with  the relevant authorities, including the military, he was allowed to continue development. Further development is planned in the areas of leisure, entertainment, military, medicine and industry.",0.8883129358291626,Nice,1309.0,90263.0
1006,3876191,David Watson,place of birth,Quebec City,Q5240877,P19,Q2145,281,48989,In what city was David Watson born?,"[""Quebec City"", ""Quebec"", ""Ville de Québec"", ""Québec"", ""City of Québec"", ""City of Quebec"", ""Ville de Quebec"", ""3rd Summit of the Americas""]",1.0," Born in [ENTITY], Quebec, the son of William Watson and Jane Grant, Watson was a journalist with the Quebec Morning Chronicle (later called just Quebec Chronicle). He later became general manager of the paper and general manager of its publisher.",0.8617991805076599,Halifax,208.0,69885.0
1011,1568724,Rahmatullo Fuzailov,place of birth,Dushanbe,Q1994390,P19,Q9365,133,21260,In what city was Rahmatullo Fuzailov born?,"[""Dushanbe"", ""Dyushambe"", ""Stalinabad""]",1.0," Fuzaylov spent the early part of his career in Tajikistan and Uzbekistan, finishing runner up in the Uzbek League with Neftchi Fargʻona in 1996 and 1997. In 2000 Fuzaylov moved to Russia, signing with Shinnik Yaroslavl. In 2005 Fuzaylov joined Alania Vladikavkaz for a year, before spending a year with Lada-Togliatti and six-months with Nosta Novotroitsk before heading back to Tajikistan for personal reasons. Fuzaylov returned to Russia for a brief spell with Zvezda Irkutsk before again returning to Tajikistan to see out the remainder of his career with a [ENTITY].",0.915610671043396,Bishkek,63.0,24085.0
1045,3523104,Blair Thornton,place of birth,Vancouver,Q4924182,P19,Q24639,1844,145635,In what city was Blair Thornton born?,"[""Vancouver"", ""City of Vancouver"", ""Vancouver, BC"", ""Vancouver, British Columbia""]",1.0," Following Randy Bachman's departure from the group in 1977, Thornton took over as primary lead guitarist on their next two albums: Street Action (1978) and Rock n' Roll Nights (1979), also contributing several compositions. Thornton rejoined the ""classic"" Not Fragile line-up (Randy Bachman, Robbie Bachman, and Fred Turner) in 1988 for a reunion tour. In 1991, Randy Bachman left the group again and this time was replaced by [ENTITY] guitarist-singer Randy Murray. This version of BTO proved to be the most enduring, as they toured together until the latter part of 2004.",0.9027304649353028,Calgary,3445.0,186920.0
1057,4321260,Halloween,place of birth,Tijuana,Q5643093,P19,Q124739,2360,35215,In what city was Halloween born?,"[""Tijuana""]",1.0," In 2002, Halloween joined Consejo Mundial de Lucha Libre in Mexico City along with a [ENTITY], although Rey did not come for the tour). The trio won the National Trios title but Nicho had a falling out with management and La Familia soon left entirely. They continued to work for independent promoters until CMLL called them back in 2005 to wrestle against Negro Casas, Heavy Metal and Felino on a show celebrating Negro's 25 years of wrestling. Perro Aguayo, Jr. recruited him and Damián for his Los Perros del Mal group. However, Halloween suffered a leg injury and his role was minimalized. After Universo 2000 used the illegal martinete on Damián 666, Halloween challenged Univeso to a hair vs. hair match on the December 2 show. After losing the match and his hair, Halloween underwent knee surgery that put him out of action for several months after which he was released from CMLL. ",0.9243939518928528,Niagara Falls,355021.0,46013.0
